"Rank","Player","Year","Pos","Team","BaseSalary","SigningBonus","Payroll Salary","Adj Salary","Salary%","Cash","AAV","CONT YR","CONT VALUE","Earnings","FA Year","Sign Age","Age","Weight","Height",""
"","Rod Barajas","2011","C","LAD","$3,250,000","$0","$3,250,000","$3,250,000","0.028","$0","$3,250,000","1","$3,250,000","$0","2012","35","35","0","0'0""",""
"","Brett Anderson","2012","SP","OAK","$3,000,000","$250,000","$3,250,000","$3,250,000","0.054","$3,000,000","$3,125,000","4","$12,500,000","$6,850,000","2015","21","24","230","6'4""",""
"","Darren Oliver","2011","RP","TEX","$3,250,000","$0","$3,250,000","$3,250,000","0.031","$3,250,000","$3,500,000","1","$3,500,000","$34,615,000","2012","39","40","0","0'0""",""
"","Jair Jurrjens","2011","SP","ATL","$3,250,000","$0","$3,250,000","$3,250,000","0.033","$0","$3,250,000","1","$3,250,000","$0","0","24","25","0","0'0""",""
"","Adam Jones","2011","CF","BAL","$3,250,000","$0","$3,250,000","$3,250,000","0.034","$3,250,000","$3,250,000","1","$3,250,000","$6,046,180","0","25","25","215","6'2""",""
"","Colby Lewis","2012","SP","TEX","$3,250,000","$0","$3,250,000","$3,250,000","0.024","$3,250,000","$2,500,000","2","$5,000,000","$10,279,500","2013","30","32","238","6'4""",""
"","Conor Jackson","2011","1B","BOS","$3,200,000","$0","$3,200,000","$524,590","0.003","$524,590","$3,320,000","1","$3,320,000","$12,305,500","2012","28","29","0","0'0""",""
"","Ramon Hernandez","2012","C","COL","$3,200,000","$0","$3,200,000","$3,200,000","0.037","$3,200,000","$3,200,000","2","$6,400,000","$3,200,000","2014","35","36","0","0'0""",""
"","Kyle Davies","2011","SP","KC","$3,200,000","$0","$3,200,000","$3,200,000","0.062","$3,200,000","$3,200,000","1","$3,200,000","$7,719,500","2012","27","27","0","0'0""",""
"","Tim Stauffer","2012","RP","SD","$3,200,000","$0","$3,200,000","$3,200,000","0.050","$3,200,000","$3,200,000","1","$3,200,000","$7,254,300","2013","29","30","205","6'2""",""
"","Carlos Marmol","2011","RP","CHC","$3,200,000","$0","$3,200,000","$3,200,000","0.023","$3,200,000","$6,666,667","3","$20,000,000","$6,330,000","2014","28","28","0","0'0""",""
"","Phil Hughes","2012","RP","NYY","$3,200,000","$0","$3,200,000","$3,200,000","0.014","$3,200,000","$3,200,000","1","$3,200,000","$8,941,000","0","25","26","240","6'5""",""
"","Alberto Callaspo","2012","3B","LAA","$3,150,000","$0","$3,150,000","$3,150,000","0.020","$3,150,000","$3,150,000","1","$3,150,000","$7,450,500","0","28","29","180","5'9""",""
"","Sean Marshall","2012","RP","CIN","$3,100,000","$0","$3,100,000","$3,100,000","0.035","$3,100,000","$2,350,000","2","$4,700,000","$6,570,000","2013","28","29","220","6'7""",""
"","Rick Porcello","2012","SP","DET","$3,100,000","$0","$3,100,000","$3,100,000","0.022","$3,100,000","$3,100,000","1","$3,100,000","$11,921,000","0","23","23","205","0'0""",""
"","Ryan Vogelsong","2012","SP","SF","$3,000,000","$0","$3,100,000","$3,100,000","0.023","$3,100,000","$4,000,000","2","$8,000,000","$5,225,000","2014","34","34","215","6'4""",""
"","Jeff Karstens","2012","SP","PIT","$3,100,000","$0","$3,100,000","$3,100,000","0.051","$3,100,000","$3,100,000","1","$3,100,000","$5,384,295","2013","29","29","0","0'0""",""
"","Martin Prado","2011","3B","ATL","$3,100,000","$0","$3,100,000","$3,100,000","0.031","$3,100,000","$3,100,000","1","$3,100,000","$5,057,500","2014","27","27","215","6'0""",""
"","Ivan Rodriguez","2011","C","WSH","$3,000,000","$0","$3,000,000","$3,000,000","0.040","$0","$3,000,000","2","$6,000,000","$0","2012","38","39","0","0'0""",""
"","LaTroy Hawkins","2012","RP/CL","LAA","$3,000,000","$0","$3,000,000","$3,000,000","0.019","$3,000,000","$3,000,000","1","$3,000,000","$38,750,000","2013","39","39","195","6'5""",""
"","Octavio Dotel","2012","RP","DET","$3,000,000","$0","$3,000,000","$3,000,000","0.021","$3,000,000","$3,000,000","1","$3,000,000","$37,303,496","2014","38","38","0","0'0""",""
"","Matt Thornton","2011","RP","CHW","$3,000,000","$0","$3,000,000","$3,000,000","0.024","$3,000,000","$1,083,333","3","$3,250,000","$8,678,000","2012","30","34","235","6'6""",""
"","Bill Hall","2011","3B","HOU","$3,000,000","$0","$3,000,000","$3,000,000","0.035","$3,000,000","$3,250,000","1","$3,250,000","$28,072,000","2012","31","31","0","0'0""",""
"","Jason Hammel","2011","SP","COL","$3,000,000","$0","$3,000,000","$3,000,000","0.036","$3,000,000","$3,875,000","2","$7,750,000","$6,806,500","2013","28","28","225","6'6""",""
"","Dan Wheeler","2011","RP","BOS","$3,000,000","$0","$3,000,000","$3,000,000","0.017","$0","$3,000,000","1","$3,000,000","$0","2012","33","33","0","0'0""",""
"","Colby Lewis","2011","SP","TEX","$3,000,000","$0","$3,000,000","$3,000,000","0.029","$3,000,000","$2,500,000","2","$5,000,000","$7,029,500","2013","30","31","238","6'4""",""
"","Yorbit Torrealba","2011","C","TEX","$3,000,000","$0","$3,000,000","$3,000,000","0.029","$3,000,000","$3,125,000","2","$6,250,000","$14,486,000","2013","32","32","0","0'0""",""
"","Brandon Webb","2011","SP","TEX","$3,000,000","$0","$3,000,000","$3,000,000","0.029","$3,000,000","$3,000,000","1","$3,000,000","$31,550,000","2012","31","32","0","0'0""",""
"","Aaron Harang","2012","SP","LAD","$3,000,000","$0","$3,000,000","$3,000,000","0.026","$3,000,000","$6,000,000","2","$12,000,000","$46,650,000","2014","33","34","260","6'7""",""
"","Brad Penny","2011","SP","DET","$3,000,000","$0","$3,000,000","$3,000,000","0.027","$3,000,000","$3,000,000","1","$3,000,000","$50,077,500","2012","32","33","230","6'4""",""
"","Adeiny Hechavarria","2011","SS","TOR","$2,000,000","$1,000,000","$3,000,000","$3,000,000","0.041","$2,000,000","$2,500,000","4","$10,000,000","$6,500,000","0","20","22","195","0'0""",""
"","Kerry Wood","2012","RP","CHC","$3,000,000","$0","$3,000,000","$3,000,000","0.026","$0","$3,000,000","1","$3,000,000","$0","2014","34","35","0","0'0""",""
"","Geovany Soto","2011","C","CHC","$3,000,000","$0","$3,000,000","$3,000,000","0.022","$3,000,000","$3,000,000","1","$3,000,000","$4,931,000","0","27","28","220","6'1""",""
"","Ryan Doumit","2012","C","MIN","$3,000,000","$0","$3,000,000","$3,000,000","0.028","$3,000,000","$3,000,000","1","$3,000,000","$16,551,000","2013","30","31","220","6'1""",""
"","Jason Marquis","2012","SP","MIN","$3,000,000","$0","$3,000,000","$3,000,000","0.028","$3,000,000","$3,000,000","1","$3,000,000","$39,000,000","2013","33","33","210","6'1""",""
"","Tsuyoshi Nishioka","2012","2B","MIN","$3,000,000","$0","$3,000,000","$3,000,000","0.028","$3,000,000","$3,083,333","3","$9,250,000","$6,000,000","2015","26","27","0","0'0""",""
"","Denard Span","2012","CF","MIN","$3,000,000","$0","$3,000,000","$3,000,000","0.028","$3,000,000","$3,300,000","5","$16,500,000","$7,275,000","2016","25","28","210","6'0""",""
"","Koji Uehara","2011","RP","BAL","$3,000,000","$0","$3,000,000","$3,000,000","0.032","$3,000,000","$3,000,000","1","$3,000,000","$13,650,000","0","35","36","195","6'2""",""
"","Tom Gorzelanny","2012","RP","WSH","$3,000,000","$0","$3,000,000","$3,000,000","0.031","$3,000,000","$3,000,000","1","$3,000,000","$8,240,000","2013","29","29","210","6'2""",""
"","Nick Blackburn","2011","SP","MIN","$3,000,000","$0","$3,000,000","$3,000,000","0.026","$3,000,000","$3,500,000","4","$14,000,000","$4,580,000","2015","27","29","0","0'0""",""
"","Tsuyoshi Nishioka","2011","2B","MIN","$3,000,000","$0","$3,000,000","$3,000,000","0.026","$3,000,000","$3,083,333","3","$9,250,000","$3,000,000","2015","26","26","0","0'0""",""
"","Kelly Shoppach","2011","C","TB","$3,000,000","$0","$3,000,000","$3,000,000","0.066","$3,000,000","$2,775,000","2","$5,550,000","$9,052,000","0","29","31","0","0'0""",""
"","Kendrys Morales","2012","DH","LAA","$2,975,000","$0","$2,975,000","$2,975,000","0.019","$2,975,000","$2,975,000","1","$2,975,000","$11,816,000","0","28","29","225","6'1""",""
"","Kendrys Morales","2011","DH","LAA","$2,975,000","$0","$2,975,000","$2,975,000","0.020","$2,975,000","$2,975,000","1","$2,975,000","$8,841,000","0","27","28","225","6'1""",""
"","Matt Harrison","2012","SP","TEX","$2,950,000","$0","$2,950,000","$2,950,000","0.021","$2,950,000","$2,950,000","1","$2,950,000","$8,624,920","0","26","26","225","6'4""",""
"","Ramon Hernandez","2011","C","CIN","$2,947,318","$0","$2,947,318","$2,947,318","0.036","$0","$3,000,000","1","$3,000,000","$0","2012","34","35","0","0'0""",""
"","Yunel Escobar","2011","3B","TOR","$2,900,000","$0","$2,900,000","$2,900,000","0.040","$2,900,000","$2,900,000","1","$2,900,000","$4,637,500","0","28","28","215","6'2""",""
"","Alexei Ramirez","2011","SS","CHW","$2,750,000","$125,000","$2,875,000","$2,875,000","0.023","$2,875,000","$1,187,500","4","$4,750,000","$6,400,000","2012","26","29","180","6'2""",""
"","Mike Wuertz","2011","RP","OAK","$2,800,000","$0","$2,800,000","$2,800,000","0.037","$2,800,000","$2,625,000","2","$5,250,000","$8,352,000","2012","31","32","0","0'0""",""
"","Jay Bruce","2011","RF","CIN","$2,750,000","$41,666","$2,791,666","$2,791,666","0.034","$3,000,000","$8,500,000","6","$51,000,000","$6,047,500","0","23","24","230","6'3""",""
"","John Lannan","2011","RP","WSH","$2,750,000","$0","$2,750,000","$2,750,000","0.037","$0","$2,750,000","1","$2,750,000","$0","0","26","26","235","6'4""",""
"","R.A. Dickey","2011","SP","NYM","$2,250,000","$500,000","$2,750,000","$2,750,000","0.019","$2,750,000","$3,900,000","2","$7,800,000","$4,440,000","0","36","36","215","6'3""",""
"","Danys Baez","2011","RP","PHI","$2,750,000","$0","$2,750,000","$2,750,000","0.016","$2,750,000","$2,625,000","2","$5,250,000","$47,250,000","2012","32","33","0","0'0""",""
"","Adeiny Hechavarria","2012","SS","TOR","$1,750,000","$1,000,000","$2,750,000","$2,750,000","0.028","$1,750,000","$2,500,000","4","$10,000,000","$8,250,000","0","20","23","195","0'0""",""
"","Rajai Davis","2012","CF","TOR","$2,750,000","$0","$2,750,000","$2,750,000","0.028","$2,750,000","$2,875,000","2","$5,750,000","$8,098,500","2014","30","31","195","5'9""",""
"","Jeff Niemann","2012","RP","TB","$2,750,000","$0","$2,750,000","$2,750,000","0.039","$0","$2,750,000","1","$2,750,000","$0","0","28","29","0","0'0""",""
"","Octavio Dotel","2011","RP","STL","$2,750,000","$0","$2,750,000","$961,748","0.008","$961,748","$3,500,000","1","$3,500,000","$33,553,496","0","37","37","0","0'0""",""
"","Jamey Carroll","2012","2B","MIN","$2,750,000","$0","$2,750,000","$2,750,000","0.025","$2,750,000","$3,250,000","2","$6,500,000","$14,595,000","2014","37","38","0","0'0""",""
"","Hong-Chih Kuo","2011","SP","LAD","$2,725,000","$0","$2,725,000","$2,725,000","0.024","$0","$2,725,000","1","$2,725,000","$0","2012","29","29","0","0'0""",""
"","Clayton Richard","2012","SP","SD","$2,705,000","$0","$2,705,000","$2,705,000","0.042","$2,705,000","$2,705,000","1","$2,705,000","$4,080,500","0","28","28","240","6'5""",""
"","Randy Wells","2012","SP","CHC","$2,705,000","$0","$2,705,000","$2,705,000","0.023","$0","$2,705,000","1","$2,705,000","$0","0","29","29","0","0'0""",""
"","Andres Torres","2012","CF","NYM","$2,700,000","$0","$2,700,000","$2,700,000","0.026","$0","$2,700,000","1","$2,700,000","$0","2013","33","34","0","0'0""",""
"","Colby Rasmus","2012","LF","TOR","$2,700,000","$0","$2,700,000","$2,700,000","0.028","$2,700,000","$2,700,000","1","$2,700,000","$4,961,000","0","25","25","195","6'2""",""
"","Phil Hughes","2011","RP","NYY","$2,700,000","$0","$2,700,000","$2,700,000","0.013","$2,700,000","$2,700,000","1","$2,700,000","$5,741,000","0","24","25","240","6'5""",""
"","Kevin Slowey","2011","RP","MIN","$2,700,000","$0","$2,700,000","$2,700,000","0.024","$0","$2,700,000","1","$2,700,000","$0","2012","26","27","0","0'0""",""
"","Norichika Aoki","2012","LF","MIL","$1,000,000","$0","$2,675,000","$2,675,000","0.024","$2,675,000","$1,125,000","2","$2,250,000","$5,175,000","2015","29","30","180","5'9""",""
"","Chris Volstad","2012","SP","CHC","$2,655,000","$0","$2,655,000","$2,655,000","0.023","$0","$2,655,000","1","$2,655,000","$1,600,000","2013","25","25","235","6'8""",""
"","Ramon Ramirez","2012","RP","NYM","$2,650,000","$0","$2,650,000","$2,650,000","0.025","$0","$2,650,000","1","$2,650,000","$0","2013","30","30","0","0'0""",""
"","Jeff Samardzija","2012","SP","CHC","$2,640,000","$0","$2,640,000","$2,640,000","0.023","$2,640,000","$2,640,000","1","$2,640,000","$19,890,000","0","26","27","240","0'0""",""
"","Chris Iannetta","2011","C","COL","$2,550,000","$83,333","$2,633,333","$2,633,333","0.032","$2,633,333","$2,783,333","3","$8,350,000","$6,290,666","0","26","28","230","0'0""",""
"","Jim Johnson","2012","RP","BAL","$2,625,000","$0","$2,625,000","$2,625,000","0.032","$0","$2,625,000","1","$2,625,000","$780,000","0","28","29","250","6'6""",""
"","Elvis Andrus","2012","SS","TEX","$2,375,000","$250,000","$2,625,000","$2,625,000","0.019","$3,125,000","$4,800,000","3","$14,400,000","$4,995,600","0","23","23","200","6'0""",""
"","Kyle Farnsworth","2011","RP","TB","$2,600,000","$0","$2,600,000","$2,600,000","0.057","$0","$3,250,000","1","$3,250,000","$0","2013","34","35","0","0'0""",""
"","Carlos Zambrano","2012","SP","MIA","$2,550,000","$0","$2,550,000","$2,550,000","0.026","$2,550,000","$18,300,000","5","$91,500,000","$115,150,000","2013","26","31","0","0'0""",""
"","Andruw Jones","2012","LF","NYY","$2,000,000","$0","$2,540,000","$2,540,000","0.011","$2,540,000","$2,000,000","1","$2,000,000","$120,253,500","2013","34","35","0","0'0""",""
"","Casey McGehee","2012","3B","NYY","$2,537,500","$0","$2,537,500","$901,297","0.004","$901,297","$2,537,500","1","$2,537,500","$3,898,000","0","29","29","220","6'1""",""
"","Mike Adams","2011","RP","SD","$2,535,000","$0","$2,535,000","$2,535,000","0.053","$2,535,000","$2,535,000","1","$2,535,000","$5,005,800","0","32","32","194","6'5""",""
"","Homer Bailey","2012","SP","CIN","$2,425,000","$0","$2,500,000","$2,500,000","0.028","$2,500,000","$2,425,000","1","$2,425,000","$6,829,500","0","25","26","223","6'4""",""
"","Matt Guerrier","2011","RP","LAD","$1,500,000","$1,000,000","$2,500,000","$2,500,000","0.022","$4,500,000","$4,000,000","3","$12,000,000","$11,144,500","2014","32","32","0","0'0""",""
"","Jose Contreras","2011","SP","PHI","$2,500,000","$0","$2,500,000","$2,500,000","0.015","$0","$2,750,000","2","$5,500,000","$0","2013","39","39","0","0'0""",""
"","Jacoby Ellsbury","2011","CF","BOS","$2,400,000","$0","$2,500,000","$2,500,000","0.015","$2,500,000","$2,400,000","1","$2,400,000","$5,632,000","0","27","27","195","6'1""",""
"","Miguel Olivo","2011","C","SEA","$2,250,000","$250,000","$2,500,000","$2,500,000","0.025","$2,750,000","$3,500,000","2","$7,000,000","$13,720,000","2013","32","32","207","6'1""",""
"","Jack Cust","2011","DH","SEA","$2,500,000","$0","$2,500,000","$2,500,000","0.025","$2,500,000","$2,500,000","1","$2,500,000","$8,665,000","0","31","32","0","0'0""",""
"","Alex Gonzalez","2011","SS","ATL","$2,500,000","$0","$2,500,000","$2,500,000","0.025","$2,500,000","$2,750,000","1","$2,750,000","$31,350,000","2012","32","34","0","0'0""",""
"","Jeff Francoeur","2011","LF","KC","$2,500,000","$0","$2,500,000","$2,500,000","0.048","$2,500,000","$2,500,000","1","$2,500,000","$14,347,000","2013","26","27","220","6'4""",""
"","Will Ohman","2012","RP","CHW","$2,500,000","$0","$2,500,000","$2,500,000","0.023","$2,500,000","$2,000,000","2","$4,000,000","$10,835,000","2013","33","34","0","0'0""",""
"","Mark Ellis","2012","2B","LAD","$2,500,000","$0","$2,500,000","$2,500,000","0.021","$2,500,000","$4,375,000","2","$8,750,000","$30,782,000","2014","34","35","0","0'0""",""
"","Rajai Davis","2011","CF","TOR","$2,500,000","$0","$2,500,000","$2,500,000","0.034","$2,500,000","$2,875,000","2","$5,750,000","$5,348,500","2014","30","30","195","5'9""",""
"","Jose Contreras","2012","SP","PHI","$2,500,000","$0","$2,500,000","$2,500,000","0.014","$0","$2,750,000","2","$5,500,000","$0","2013","39","40","0","0'0""",""
"","Ben Sheets","2012","SP","ATL","$2,500,000","$0","$2,500,000","$1,106,557","0.011","$1,106,557","$2,500,000","1","$2,500,000","$50,699,557","2013","33","33","0","0'0""",""
"","Andy Pettitte","2012","SP","NYY","$2,500,000","$0","$2,500,000","$2,500,000","0.011","$2,500,000","$2,500,000","1","$2,500,000","$133,984,000","2013","39","40","0","0'0""",""
"","Evan Longoria","2011","3B","TB","$2,500,000","$0","$2,500,000","$2,500,000","0.055","$2,500,000","$2,916,667","6","$17,500,000","$7,675,000","0","22","25","215","6'1""",""
"","Kyle McClellan","2012","RP","STL","$2,500,000","$0","$2,500,000","$2,500,000","0.021","$0","$2,500,000","1","$2,500,000","$0","0","27","28","0","0'0""",""
"","Jarrod Saltalamacchia","2012","C","BOS","$2,500,000","$0","$2,500,000","$2,500,000","0.014","$2,500,000","$2,500,000","1","$2,500,000","$5,426,180","0","26","27","235","6'4""",""
"","Eric O'Flaherty","2012","RP","ATL","$2,490,000","$0","$2,490,000","$2,490,000","0.025","$2,490,000","$2,490,000","1","$2,490,000","$6,555,000","0","26","27","210","6'3""",""
"","Ryan Ludwick","2012","LF","CIN","$2,000,000","$0","$2,450,000","$2,450,000","0.027","$2,450,000","$3,000,000","1","$3,000,000","$20,004,200","2013","33","33","214","6'2""",""
"","Kyle Kendrick","2011","SP","PHI","$2,450,000","$0","$2,450,000","$2,450,000","0.014","$2,450,000","$2,450,000","1","$2,450,000","$4,365,000","0","26","26","210","6'3""",""
"","Jason Vargas","2011","SP","SEA","$2,450,000","$0","$2,450,000","$2,450,000","0.024","$2,450,000","$2,450,000","1","$2,450,000","$4,829,500","0","27","28","215","6'0""",""
"","Charlie Morton","2012","SP","PIT","$2,445,000","$0","$2,445,000","$2,445,000","0.040","$2,445,000","$2,445,000","1","$2,445,000","$4,348,008","0","28","28","215","6'5""",""
"","Seth Smith","2012","RF","OAK","$2,415,000","$0","$2,415,000","$2,415,000","0.040","$2,415,000","$2,415,000","1","$2,415,000","$4,734,000","0","29","29","210","6'3""",""
"","Nick Massett","2012","RP","CIN","$2,400,000","$0","$2,400,000","$2,400,000","0.027","$2,400,000","$2,750,000","2","$5,500,000","$6,682,000","2014","29","30","235","6'5""",""
"","David Murphy","2011","DH","TEX","$2,400,000","$0","$2,400,000","$2,400,000","0.023","$2,400,000","$2,400,000","1","$2,400,000","$5,550,490","0","29","29","192","6'4""",""
"","Javier Lopez","2011","RP","SF","$2,375,000","$0","$2,375,000","$2,375,000","0.019","$2,375,000","$2,375,000","1","$2,375,000","$6,681,000","2012","33","33","220","6'4""",""
"","Matt Belisle","2011","RP","COL","$2,350,000","$0","$2,350,000","$2,350,000","0.028","$2,350,000","$3,062,500","2","$6,125,000","$8,049,500","2013","30","31","230","6'3""",""
"","Dexter Fowler","2012","CF","COL","$2,350,000","$0","$2,350,000","$2,350,000","0.027","$2,350,000","$2,350,000","1","$2,350,000","$4,105,000","0","25","26","205","6'5""",""
"","Nyjer Morgan","2012","CF","MIL","$2,350,000","$0","$2,350,000","$2,350,000","0.021","$0","$2,350,000","1","$2,350,000","$0","2013","31","31","0","0'0""",""
"","J.A. Happ","2012","SP","HOU","$2,350,000","$0","$2,350,000","$2,350,000","0.043","$2,350,000","$2,350,000","1","$2,350,000","$4,889,000","0","29","29","205","6'5""",""
"","Melvin Mora","2011","3B","ARI","$2,350,000","$0","$2,350,000","$2,350,000","0.036","$2,350,000","$2,400,000","1","$2,400,000","$20,476,914","2012","-1,973","39","0","0'0""",""
