"Rank","Player","Pos","Team","GP","GP%","GS","GS%","AB","H","2B","3B","HR","RBI","AVG","OBP","SLG","OPS","WAR","TVS","Cash2023",""
"","Matt Thaiss","1B","LAA","53","0.327","39","0.241","147","31","7","0","8","23","0.211","0.293","0.422","0.714","0.33","0.00","$0",""
"","Cameron Gallagher","C","KC","46","0.284","36","0.222","126","31","7","0","3","12","0.246","0.319","0.373","0.692","0.13","0.00","$0",""
"","Jose Trevino","C","TEX","40","0.247","32","0.198","120","31","9","0","2","13","0.258","0.272","0.383","0.655","0.04","0.00","$2,360,000",""
"","Isan Diaz","SS","MIA","49","0.303","47","0.290","179","31","5","2","5","23","0.173","0.259","0.307","0.566","-0.92","0.00","$0",""
"","Francisco Cervelli","C","ATL","48","0.296","40","0.247","141","30","8","1","3","12","0.213","0.302","0.348","0.649","-0.07","0.00","$0",""
"","D.J. Stewart","RF","BAL","44","0.272","34","0.210","126","30","6","0","4","15","0.238","0.317","0.381","0.698","-0.44","0.00","$0",""
"","Timmy Lopes","2B","SEA","42","0.259","32","0.198","111","30","7","0","1","12","0.270","0.359","0.360","0.720","0.90","0.00","$0",""
"","Josh Rojas","2B","ARI","41","0.253","35","0.216","138","30","7","0","2","16","0.217","0.312","0.312","0.624","-0.09","0.00","$2,206,410",""
"","Daniel Descalso","2B","CHC","82","0.506","38","0.235","168","29","5","1","2","15","0.173","0.271","0.250","0.521","-0.92","0.00","$0",""
"","Tyler Austin","1B","MIL","89","0.549","33","0.204","154","29","5","1","9","24","0.188","0.296","0.409","0.705","-0.05","0.00","$0",""
"","Andrew Knapp","C","PHI","74","0.457","30","0.185","136","29","9","0","2","8","0.213","0.319","0.324","0.642","0.09","0.00","$0",""
"","Reese McGuire","C","TOR","30","0.185","26","0.161","97","29","7","0","5","11","0.299","0.346","0.526","0.872","0.98","0.00","$1,225,000",""
"","Mauricio Dubon","SS","SF","30","0.185","28","0.173","106","29","5","0","4","9","0.274","0.306","0.434","0.740","-0.05","0.00","$1,400,000",""
"","Pablo Reyes","LF","PIT","72","0.444","28","0.173","143","29","7","2","2","19","0.203","0.274","0.322","0.596","-0.95","0.00","$0",""
"","Odubel Herrera","CF","PHI","39","0.241","32","0.198","126","28","10","1","1","16","0.222","0.288","0.341","0.629","-0.46","0.00","$0",""
"","Meibrys Viloria","C","KC","42","0.259","39","0.241","133","28","7","0","1","15","0.211","0.259","0.286","0.544","-0.15","0.00","$0",""
"","Derek Fisher","RF","TOR","58","0.358","43","0.265","146","27","4","1","7","17","0.185","0.287","0.370","0.657","0.19","0.00","$0",""
"","Justin Bour","1B","LAA","52","0.321","36","0.222","151","26","5","0","8","26","0.172","0.259","0.364","0.623","-0.57","0.00","$0",""
"","Tomas Nido","C","NYM","50","0.309","38","0.235","136","26","5","0","4","14","0.191","0.231","0.316","0.547","-0.81","0.00","$1,600,000",""
"","Sean Rodriguez","2B","PHI","76","0.469","24","0.148","112","25","5","0","4","12","0.223","0.348","0.375","0.723","0.57","0.00","$0",""
"","Chris Owings","2B","BOS","67","0.414","47","0.290","180","25","6","1","3","14","0.139","0.209","0.233","0.443","-1.00","0.00","$0",""
"","J.T. Riddle","SS","MIA","51","0.315","33","0.204","132","25","6","0","6","12","0.189","0.230","0.371","0.601","-0.77","0.00","$0",""
"","Humberto Arteaga","SS","KC","41","0.253","33","0.204","122","24","4","0","0","4","0.197","0.258","0.230","0.487","-0.69","0.00","$0",""
"","Roman Quinn","CF","PHI","44","0.272","23","0.142","108","23","3","1","4","11","0.213","0.298","0.370","0.668","-0.17","0.00","$0",""
"","Tyler Wade","2B","NYY","43","0.265","28","0.173","94","23","3","1","2","11","0.245","0.330","0.362","0.692","0.16","0.00","$0",""
"","Willi Castro","SS","DET","30","0.186","28","0.174","100","23","6","1","1","8","0.230","0.284","0.340","0.624","-0.47","0.00","$0",""
"","Michael Taylor","CF","WSH","53","0.327","20","0.124","88","22","7","0","1","3","0.250","0.305","0.364","0.669","-0.09","0.00","$4,500,000",""
"","Cory Spangenberg","2B","MIL","32","0.198","24","0.148","95","22","2","2","2","10","0.232","0.277","0.358","0.635","0.56","0.00","$0",""
"","Nico Hoerner","SS","CHC","20","0.124","19","0.117","78","22","1","1","3","17","0.282","0.305","0.436","0.741","0.28","0.00","$2,525,000",""
"","Ryan McBroom","1B","KC","23","0.142","19","0.117","75","22","5","0","0","6","0.293","0.361","0.360","0.721","-0.17","0.00","$0",""
"","Seth Brown","1B","OAK","26","0.161","17","0.105","75","22","8","2","0","13","0.293","0.361","0.453","0.815","0.75","0.00","$0",""
"","Austin Hays","RF","BAL","21","0.130","15","0.093","68","21","6","0","4","13","0.309","0.373","0.574","0.947","0.77","0.00","$3,200,000",""
"","Nick Martini","RF","SD","32","0.198","23","0.142","93","21","4","1","1","7","0.226","0.330","0.323","0.653","-0.05","0.00","$0",""
"","Sam Hilliard","RF","COL","27","0.167","18","0.111","77","21","4","2","7","13","0.273","0.356","0.649","1.006","0.57","0.00","$0",""
"","Yonathan Daza","RF","COL","44","0.272","24","0.148","97","20","1","1","0","3","0.206","0.257","0.237","0.494","-0.83","0.00","$0",""
"","Kris Negron","2B","LAD","40","0.247","21","0.130","77","19","1","0","2","8","0.247","0.293","0.338","0.630","0.09","0.00","$0",""
"","Kyle Lewis","OF","SEA","18","0.111","18","0.111","71","19","5","0","6","13","0.268","0.293","0.592","0.885","0.40","0.00","$1,610,000",""
"","Kelvin Gutierrez","3B","KC","20","0.124","20","0.124","73","19","2","1","1","11","0.260","0.304","0.356","0.660","0.26","0.00","$0",""
"","Rafael Ortega","LF","ATL","34","0.210","18","0.111","88","18","3","0","2","10","0.205","0.271","0.307","0.578","-0.41","0.00","$0",""
"","Max Stassi","C","LAA","53","0.327","44","0.272","132","18","1","0","1","5","0.136","0.211","0.167","0.378","-0.77","0.00","$7,000,000",""
"","Kyle Tucker","LF","HOU","22","0.136","12","0.074","67","18","6","0","4","11","0.269","0.319","0.537","0.857","0.76","0.00","$5,948,937",""
"","Luke Maile","C","TOR","46","0.284","41","0.253","119","18","2","1","2","9","0.151","0.205","0.235","0.440","-0.52","0.00","$1,175,000",""
"","Richard Urena","SS","TOR","30","0.185","21","0.130","74","18","6","0","0","4","0.243","0.273","0.324","0.597","0.14","0.00","$0",""
"","Gavin Lux","SS","LAD","23","0.142","19","0.117","75","18","4","1","2","9","0.240","0.305","0.400","0.705","0.60","0.00","$0",""
"","Giancarlo Stanton","DH","NYY","18","0.111","18","0.111","59","17","3","0","3","13","0.288","0.403","0.492","0.894","0.38","0.00","$22,000,000",""
"","Philip Gosselin","2B","PHI","44","0.272","7","0.043","65","17","3","0","0","7","0.262","0.294","0.308","0.602","-0.39","0.00","$0",""
"","Brendan Rodgers","SS","COL","25","0.154","18","0.111","76","17","2","0","0","7","0.224","0.272","0.250","0.522","-0.56","0.00","$2,700,000",""
"","Abraham Toro-Hernandez","3B","HOU","25","0.154","20","0.124","78","17","3","2","2","9","0.218","0.303","0.385","0.688","0.30","0.00","$1,250,000",""
"","Steven Pearce","1B","BOS","29","0.179","23","0.142","89","16","4","0","1","9","0.180","0.245","0.258","0.503","-0.59","0.00","$0",""
"","Jedd Gyorko","3B","LAD","62","0.383","15","0.093","92","16","1","0","2","9","0.174","0.248","0.250","0.498","0.00","0.00","$0",""
"","Zack Collins","C","CHW","27","0.168","25","0.155","86","16","3","1","3","12","0.186","0.307","0.349","0.656","-0.23","0.00","$0",""
"","Nick Williams","RF","PHI","67","0.414","15","0.093","106","16","4","0","2","5","0.151","0.196","0.245","0.442","-1.06","0.00","$0",""
"","Thairo Estrada","2B","NYY","35","0.216","17","0.105","64","16","3","0","3","12","0.250","0.294","0.438","0.732","0.30","0.00","$2,250,000",""
"","Jared Walsh","RP","LAA","35","0.216","21","0.130","79","16","5","1","1","5","0.203","0.276","0.329","0.605","0.12","0.00","$2,650,000",""
"","Pat Valaika","SS","COL","40","0.247","16","0.099","79","15","5","1","1","4","0.190","0.256","0.316","0.572","-0.47","0.00","$0",""
"","Matt Skole","3B","CHW","27","0.168","20","0.124","72","15","2","0","0","6","0.208","0.275","0.236","0.511","-0.68","0.00","$0",""
"","Austin Wynns","C","BAL","28","0.173","20","0.124","70","15","1","0","1","5","0.214","0.247","0.271","0.518","0.25","0.00","$0",""
"","Luis Guillorme","SS","NYM","45","0.278","8","0.049","61","15","4","0","1","3","0.246","0.324","0.361","0.684","0.39","0.00","$1,600,000",""
"","Jonathan Davis","CF","TOR","37","0.228","24","0.148","83","15","1","0","2","6","0.181","0.266","0.265","0.531","-0.25","0.00","$0",""
"","Kevin Cron","1B","ARI","39","0.241","11","0.068","71","15","4","0","6","16","0.211","0.269","0.521","0.790","0.06","0.00","$0",""
"","Robel Garcia","2B","CHC","31","0.191","16","0.099","72","15","2","2","5","11","0.208","0.275","0.500","0.775","0.03","0.00","$0",""
"","Zack Greinke","SP","HOU","36","0.222","33","0.204","50","14","4","1","3","8","0.280","0.308","0.580","0.888","4.27","73.73","$8,500,000",""
"","Austin Allen","C","SD","34","0.210","14","0.086","65","14","4","0","0","3","0.215","0.282","0.277","0.559","-0.34","0.00","$0",""
"","Jake Rogers","C","DET","35","0.217","35","0.217","112","14","3","0","4","8","0.125","0.222","0.259","0.481","-0.62","0.00","$0",""
"","Sheldon Neuse","SS","OAK","25","0.154","16","0.099","55","14","3","0","0","7","0.255","0.300","0.309","0.609","0.31","0.00","$0",""
"","Steven Brault","SP","PIT","34","0.210","20","0.124","42","14","1","0","1","2","0.333","0.349","0.429","0.777","0.67","31.14","$0",""
"","Magneuris Sierra","CF","MIA","15","0.093","10","0.062","40","14","1","1","0","1","0.350","0.381","0.425","0.806","0.13","0.00","$0",""
"","Jacob deGrom","SP","NYM","34","0.210","32","0.198","65","13","2","0","2","6","0.200","0.246","0.323","0.569","7.21","93.13","$30,000,000",""
"","Steven Matz","SP","NYM","36","0.222","30","0.185","57","13","0","0","1","1","0.228","0.228","0.281","0.509","1.83","55.16","$10,000,000",""
"","Sean Murphy","C","OAK","19","0.117","13","0.080","52","13","5","0","4","8","0.250","0.339","0.577","0.916","0.61","0.00","$4,000,000",""
"","Edwin Rios","1B","LAD","28","0.173","7","0.043","47","13","2","1","4","8","0.277","0.393","0.617","1.010","0.44","0.00","$0",""
"","Stephen Strasburg","SP","WSH","34","0.210","33","0.204","72","12","1","0","1","10","0.167","0.200","0.222","0.422","5.63","89.97","$23,571,428",""
"","Zack Cozart","3B","LAA","39","0.241","27","0.167","97","12","2","0","0","7","0.124","0.178","0.144","0.322","-1.21","0.00","$0",""
"","Tim Federowicz","C","TEX","29","0.179","23","0.142","75","12","2","0","4","7","0.160","0.213","0.347","0.559","-0.45","0.00","$0",""
"","Zack Wheeler","SP","NYM","31","0.191","31","0.191","57","12","2","0","1","6","0.211","0.262","0.298","0.561","3.27","87.10","$24,500,000",""
"","Kenta Maeda","RP","LAD","41","0.253","26","0.161","48","12","2","0","0","6","0.250","0.250","0.292","0.542","1.39","0.00","$3,000,000",""
"","Andrew Knizner","C","STL","18","0.111","13","0.080","53","12","2","0","2","7","0.226","0.293","0.377","0.670","0.16","0.00","$1,100,000",""
"","Kyle Higashioka","C","NYY","18","0.111","14","0.086","56","12","5","0","3","11","0.214","0.211","0.464","0.675","0.04","0.00","$1,462,500",""
"","Brandon Woodruff","SP","MIL","27","0.167","22","0.136","45","12","4","0","0","4","0.267","0.283","0.356","0.638","3.15","89.30","$10,800,000",""
"","Chad Wallach","C","MIA","19","0.117","12","0.074","48","12","3","0","1","3","0.250","0.333","0.375","0.708","0.13","0.00","$0",""
"","Lane Thomas","CF","STL","34","0.210","4","0.025","38","12","0","1","4","12","0.316","0.409","0.684","1.093","0.49","0.00","$2,200,000",""
"","Josh Fuentes","1B","COL","24","0.148","12","0.074","55","12","1","0","3","7","0.218","0.232","0.400","0.632","-0.11","0.00","$0",""
"","Danny Mendick","SS","CHW","16","0.099","8","0.050","39","12","0","0","2","4","0.308","0.325","0.462","0.787","0.45","0.00","$1,000,000",""
"","John Ryan Murphy","C","ATL","26","0.161","17","0.105","63","11","3","0","4","7","0.175","0.246","0.413","0.659","0.21","0.00","$0",""
"","Andrew Stevenson","OF","WSH","30","0.185","3","0.019","30","11","1","1","0","0","0.367","0.487","0.467","0.953","0.24","0.00","$0",""
"","German Marquez","SP","COL","29","0.179","28","0.173","48","11","4","1","0","11","0.229","0.229","0.354","0.583","2.77","77.64","$15,000,000",""
"","Max Fried","SP","ATL","40","0.247","30","0.185","56","11","4","0","0","4","0.196","0.262","0.268","0.530","3.04","77.29","$13,500,000",""
"","Breyvic Valera","2B","TOR","17","0.105","12","0.074","47","11","2","1","1","6","0.234","0.308","0.383","0.691","0.01","0.00","$0",""
"","LaMonte Wade","CF","MIN","26","0.161","15","0.093","56","11","2","1","2","5","0.196","0.348","0.375","0.723","-0.13","0.00","$1,375,000",""
"","Nick Dini","C","KC","20","0.124","17","0.105","56","11","3","0","2","6","0.196","0.270","0.357","0.627","0.08","0.00","$0",""
"","Max Scherzer","SP","WSH","29","0.179","27","0.167","55","10","0","0","0","2","0.182","0.182","0.182","0.364","5.22","77.43","$43,333,333",""
"","Jake Elmore","LF","PIT","20","0.124","8","0.049","47","10","1","0","0","4","0.213","0.245","0.234","0.479","-0.38","0.00","$0",""
"","Michael Lorenzen","RP","CIN","106","0.654","6","0.037","48","10","2","0","1","6","0.208","0.283","0.313","0.596","2.25","81.07","$8,500,000",""
"","Jack Flaherty","SP","STL","38","0.235","33","0.204","54","10","3","0","0","4","0.185","0.211","0.241","0.451","5.75","97.66","$5,400,000",""
"","Corban Joseph","1B","PIT","28","0.173","13","0.080","64","10","3","0","1","7","0.156","0.191","0.250","0.441","-0.12","0.00","$0",""
"","Caleb Smith","SP","MIA","30","0.185","28","0.173","43","10","2","0","0","3","0.233","0.250","0.279","0.529","1.59","58.96","$0",""
"","Michael Perez","C","TB","23","0.142","15","0.093","46","10","5","0","0","2","0.217","0.346","0.326","0.672","0.29","0.00","$0",""
"","Jack Mayfield","2B","HOU","26","0.161","16","0.099","64","10","5","0","2","5","0.156","0.169","0.328","0.497","0.02","0.00","$0",""
"","Jon Lester","SP","CHC","32","0.198","31","0.191","48","9","2","0","1","6","0.188","0.264","0.292","0.556","0.80","19.26","$0",""
"","Abraham Almonte","CF","ARI","17","0.105","7","0.043","31","9","3","1","1","4","0.290","0.421","0.548","0.969","0.49","0.00","$0",""
"","Peter Lambert","SP","COL","22","0.136","19","0.117","28","9","0","0","0","2","0.321","0.387","0.321","0.709","-0.81","6.47","$800,000",""
"","Alex Blandino","3B","CIN","23","0.142","9","0.056","36","9","1","0","1","3","0.250","0.420","0.361","0.781","0.18","0.00","$0",""
"","Daniel Palka","LF","CHW","30","0.186","22","0.137","84","9","0","0","2","4","0.107","0.194","0.179","0.372","-1.44","0.00","$0",""
"","Brett Phillips","RF","KC","30","0.185","19","0.117","65","9","2","0","2","6","0.139","0.250","0.262","0.512","0.29","0.00","$1,200,000",""
"","Jason Martin","OF","PIT","20","0.124","9","0.056","36","9","2","0","0","2","0.250","0.325","0.306","0.631","-0.29","0.00","$0",""
"","Adam Wainwright","SP","STL","32","0.198","32","0.198","50","8","3","0","0","2","0.160","0.189","0.220","0.409","1.67","67.20","$7,500,000",""
"","Madison Bumgarner","SP","SF","37","0.228","34","0.210","63","8","0","0","2","4","0.127","0.236","0.222","0.458","2.87","72.95","$23,000,000",""
"","Miles Mikolas","SP","STL","32","0.198","32","0.198","59","8","1","0","0","2","0.136","0.136","0.153","0.288","1.68","40.81","$15,750,000",""
"","Hyun-Jin Ryu","SP","LAD","30","0.185","29","0.179","51","8","1","0","1","3","0.157","0.218","0.235","0.453","5.14","93.50","$20,000,000",""
"","Caleb Joseph","C","ARI","20","0.124","11","0.068","38","8","2","0","0","3","0.211","0.250","0.263","0.513","-0.01","0.00","$0",""
"","Kyle Hendricks","SP","CHC","31","0.191","30","0.185","54","8","1","0","0","5","0.148","0.193","0.167","0.360","3.32","77.82","$14,000,000",""
"","Mason Williams","LF","BAL","11","0.068","8","0.049","30","8","1","0","0","2","0.267","0.324","0.300","0.624","-0.08","0.00","$0",""
"","Tyler Saladino","SS","MIL","28","0.173","16","0.099","65","8","0","0","2","8","0.123","0.197","0.215","0.413","-0.16","0.00","$0",""
"","Rangel Ravelo","1B","STL","29","0.179","5","0.031","39","8","2","0","2","7","0.205","0.256","0.410","0.666","-0.25","0.00","$0",""
"","Taylor Ward","3B","LAA","20","0.124","12","0.074","42","8","3","0","1","2","0.191","0.292","0.333","0.625","-0.89","0.00","$2,750,000",""
"","Zach Davies","SP","MIL","35","0.216","31","0.191","52","8","2","0","0","3","0.154","0.170","0.192","0.362","2.86","71.86","$4,700,000",""
"","Joe Musgrove","SP","PIT","46","0.284","31","0.191","51","8","2","1","0","3","0.157","0.189","0.235","0.424","1.69","56.23","$20,000,000",""
"","Zach Eflin","SP","PHI","32","0.198","28","0.173","50","8","1","0","0","2","0.160","0.160","0.180","0.340","1.27","59.49","$11,000,000",""
"","Brian O'Grady","LF","CIN","28","0.173","9","0.056","42","8","2","1","2","3","0.191","0.292","0.429","0.720","0.14","0.00","$0",""
"","Jake Arrieta","SP","PHI","24","0.148","24","0.148","45","7","1","0","0","4","0.156","0.174","0.178","0.352","0.69","16.71","$0",""
"","Logan Morrison","DH","PHI","29","0.179","3","0.019","35","7","1","0","2","3","0.200","0.263","0.400","0.663","-0.11","0.00","$0",""
"","Drew Butera","C","COL","16","0.099","13","0.080","43","7","3","0","0","3","0.163","0.229","0.233","0.462","-0.38","0.00","$0",""
"","Gorkys Hernandez","LF","BOS","21","0.130","12","0.074","49","7","1","2","0","2","0.143","0.218","0.245","0.463","-0.47","0.00","$0",""
"","Cristhian Adames","SS","SF","10","0.062","5","0.031","22","7","1","0","0","2","0.318","0.375","0.364","0.739","0.22","0.00","$0",""
"","Sonny Gray","SP","CIN","34","0.210","31","0.191","46","7","0","1","0","3","0.152","0.188","0.196","0.383","6.16","92.11","$12,700,000",""
"","Vincent Velasquez","SP","PHI","35","0.216","23","0.142","30","7","0","0","1","3","0.233","0.281","0.333","0.615","-0.03","20.68","$3,150,000",""
"","Kevin Kramer","SS","PIT","22","0.136","11","0.068","42","7","1","0","0","5","0.167","0.260","0.190","0.450","-0.39","0.00","$0",""
"","Aaron Nola","SP","PHI","34","0.210","34","0.210","59","7","2","0","0","2","0.119","0.200","0.153","0.353","3.61","74.35","$16,000,000",""
"","Domingo Leyba","SS","ARI","21","0.130","3","0.019","25","7","2","1","0","5","0.280","0.367","0.440","0.807","0.16","0.00","$0",""
"","Franklin Barreto","SS","OAK","23","0.142","14","0.086","57","7","2","0","2","5","0.123","0.138","0.263","0.401","-0.51","0.00","$0",""
"","Adrian Sanchez","2B","WSH","29","0.179","1","0.006","31","7","0","0","0","1","0.226","0.250","0.226","0.476","-0.10","0.00","$0",""
"","Garrett Stubbs","C","HOU","19","0.117","6","0.037","35","7","3","0","0","2","0.200","0.282","0.286","0.568","0.06","0.00","$0",""
"","Anthony Bemboom","C","LAA","25","0.154","17","0.105","54","7","1","0","1","4","0.130","0.146","0.204","0.349","0.00","0.00","$0",""
"","Seth Mejias-Brean","3B","SD","14","0.086","6","0.037","30","7","2","0","2","5","0.233","0.303","0.500","0.803","0.43","0.00","$0",""
"","Dom Nunez","C","COL","16","0.099","10","0.062","39","7","3","0","2","4","0.180","0.233","0.410","0.643","-0.14","0.00","$0",""
"","Jaylin Davis","RF","SF","17","0.105","13","0.080","42","7","0","0","1","3","0.167","0.255","0.238","0.493","-0.51","0.00","$0",""
"","Anibal Sanchez","SP","WSH","30","0.185","30","0.185","52","6","0","0","0","1","0.115","0.115","0.115","0.231","3.14","70.67","$0",""
"","Cole Hamels","SP","CHC","27","0.167","27","0.167","42","6","1","0","0","4","0.143","0.178","0.167","0.344","2.68","36.19","$0",""
"","Jeff Samardzija","SP","SF","32","0.198","32","0.198","50","6","2","0","0","1","0.120","0.120","0.160","0.280","3.41","58.61","$0",""
"","Julio Teheran","SP","ATL","35","0.216","33","0.204","55","6","1","0","0","4","0.109","0.107","0.127","0.234","3.15","64.43","$0",""
"","Patrick Corbin","SP","WSH","33","0.204","33","0.204","65","6","1","0","0","4","0.092","0.132","0.108","0.240","4.97","80.28","$24,000,000",""
"","Michael Wacha","SP","STL","29","0.179","24","0.148","36","6","1","0","0","3","0.167","0.167","0.194","0.361","0.15","18.92","$0",""
"","Anthony DeSclafani","SP","CIN","31","0.191","31","0.191","55","6","0","0","0","1","0.109","0.109","0.109","0.218","3.25","73.80","$12,000,000",""
"","Noah Syndergaard","SP","NYM","32","0.198","32","0.198","65","6","1","0","2","2","0.092","0.132","0.200","0.332","2.15","73.58","$13,000,000",""
"","Aramis Garcia","C","SF","18","0.111","12","0.074","42","6","1","0","2","5","0.143","0.217","0.310","0.527","-0.34","0.00","$0",""
"","Taylor Clarke","RP","ARI","23","0.142","15","0.093","24","6","0","0","1","2","0.250","0.250","0.375","0.625","-0.38","0.00","$1,150,000",""
"","Braden Bishop","CF","SEA","27","0.167","16","0.099","56","6","0","0","0","4","0.107","0.153","0.107","0.260","-0.27","0.00","$0",""
"","Greg Bird","1B","NYY","10","0.062","10","0.062","35","6","0","0","1","1","0.171","0.293","0.257","0.550","-0.27","0.00","$0",""
"","Matthew Strahm","SP","SD","48","0.296","16","0.099","21","6","2","0","0","1","0.286","0.348","0.381","0.729","0.95","28.24","$7,500,000",""
"","Miguel Andujar","3B","NYY","12","0.074","12","0.074","47","6","0","0","0","1","0.128","0.143","0.128","0.271","-1.17","0.00","$0",""
"","Jake Fraley","OF","SEA","13","0.080","10","0.062","40","6","2","0","0","1","0.150","0.171","0.200","0.371","-0.78","0.00","$0",""
"","Trevor Williams","SP","PIT","26","0.161","26","0.161","36","6","0","0","0","4","0.167","0.211","0.167","0.377","0.38","34.94","$6,000,000",""
"","Luis Castillo","SP","CIN","32","0.198","32","0.198","62","6","1","0","0","0","0.097","0.097","0.113","0.210","5.21","95.56","$17,000,000",""
"","Pablo Lopez","SP","MIA","22","0.136","21","0.130","35","6","2","0","0","3","0.171","0.171","0.229","0.400","0.67","49.08","$5,450,000",""
"","Randy Arozarena","OF","STL","19","0.117","4","0.025","20","6","1","0","1","2","0.300","0.391","0.500","0.891","0.29","0.00","$4,150,000",""
"","Rajai Davis","CF","NYM","30","0.185","1","0.006","25","5","2","0","1","8","0.200","0.231","0.400","0.631","-0.07","0.00","$0",""
"","Clayton Kershaw","SP","LAD","29","0.179","28","0.173","49","5","1","0","0","1","0.102","0.120","0.122","0.242","3.34","62.92","$20,000,000",""
"","Mark Trumbo","DH","BAL","13","0.080","7","0.043","29","5","3","0","0","3","0.172","0.226","0.276","0.502","-0.28","0.00","$0",""
"","Yu Darvish","SP","CHC","31","0.191","31","0.191","56","5","0","0","0","3","0.089","0.119","0.089","0.208","2.98","46.25","$19,000,000",""
"","Jose Quintana","SP","CHC","32","0.198","31","0.191","54","5","1","0","0","3","0.093","0.093","0.111","0.204","0.82","53.40","$13,000,000",""
"","Dallas Keuchel","SP","ATL","19","0.117","19","0.117","38","5","1","0","0","2","0.132","0.154","0.158","0.312","2.27","40.73","$0",""
"","Ryan LaMarre","LF","MIN","14","0.086","7","0.043","23","5","0","0","2","3","0.217","0.308","0.478","0.786","0.00","0.00","$0",""
"","Tanner Roark","SP","OAK","31","0.191","31","0.191","33","5","1","0","1","2","0.152","0.152","0.273","0.424","1.94","38.00","$0",""
"","Walker Buehler","SP","LAD","30","0.185","30","0.185","59","5","0","0","1","2","0.085","0.143","0.136","0.278","2.26","92.07","$8,025,000",""
"","Jeff Hoffman","SP","COL","18","0.111","15","0.093","21","5","0","0","0","1","0.238","0.238","0.238","0.476","0.02","6.08","$0",""
"","Anthony Alford","OF","TOR","16","0.099","5","0.031","28","5","0","0","1","1","0.179","0.233","0.286","0.519","-0.13","0.00","$0",""
"","Franchy Cordero","OF","SD","9","0.056","4","0.025","15","5","1","0","0","1","0.333","0.450","0.400","0.850","0.17","0.00","$0",""
"","Sandy Alcantara","SP","MIA","33","0.204","32","0.198","58","5","1","0","0","4","0.086","0.117","0.103","0.220","3.32","77.88","$6,000,000",""
"","Michael Hermosillo","CF","LAA","18","0.111","12","0.074","36","5","1","1","0","3","0.139","0.304","0.222","0.527","0.03","0.00","$0",""
"","Dereck Rodriguez","SP","SF","29","0.179","16","0.099","29","5","0","0","0","0","0.172","0.172","0.172","0.345","-1.17","16.13","$0",""
"","Chris Paddack","SP","SD","26","0.161","26","0.161","42","5","0","0","0","2","0.119","0.119","0.119","0.238","2.90","87.62","$2,500,000",""
"","Erick Mejia","2B","KC","9","0.056","6","0.037","22","5","1","0","0","4","0.227","0.333","0.273","0.606","-0.02","0.00","$0",""
"","Brett Anderson","SP","OAK","32","0.198","31","0.191","8","4","0","0","0","0","0.500","0.500","0.500","1.000","2.91","78.02","$0",""
"","Chris Archer","SP","PIT","24","0.148","23","0.142","35","4","0","0","0","2","0.114","0.184","0.114","0.298","0.71","27.70","$0",""
"","Jordan Lyles","SP","MIL","28","0.173","28","0.173","45","4","0","0","0","4","0.089","0.128","0.089","0.217","0.16","50.14","$8,500,000",""
"","Chase Anderson","RP","MIL","34","0.210","27","0.167","40","4","1","0","0","1","0.100","0.143","0.125","0.268","1.97","0.00","$0",""
"","Robbie Ray","SP","ARI","34","0.210","33","0.204","55","4","0","0","0","3","0.073","0.073","0.073","0.145","1.59","47.69","$21,000,000",""
"","Kaleb Cowart","3B","LAA","9","0.056","6","0.037","25","4","3","0","0","1","0.160","0.192","0.280","0.472","-0.11","0.00","$0",""
"","Rene Rivera","C","NYM","9","0.056","6","0.037","17","4","0","0","1","3","0.235","0.350","0.412","0.762","-0.09","0.00","$0",""
"","Jose Pirela","2B","PHI","14","0.086","4","0.025","22","4","1","0","1","2","0.182","0.250","0.364","0.614","-0.16","0.00","$0",""
"","Michael Soroka","SP","ATL","29","0.179","29","0.179","52","4","0","0","0","3","0.077","0.143","0.077","0.220","6.05","98.88","$2,800,000",""
"","Tyler Beede","SP","SF","25","0.154","22","0.136","38","4","0","0","0","1","0.105","0.171","0.105","0.276","0.23","30.04","$0",""
"","Travis Jankowski","RF","SD","25","0.154","2","0.012","22","4","0","0","0","0","0.182","0.250","0.182","0.432","-0.04","0.00","$0",""
"","Eric Lauer","SP","SD","30","0.185","29","0.179","40","4","2","0","0","0","0.100","0.122","0.150","0.272","1.36","52.04","$5,075,000",""
"","Dakota Hudson","SP","STL","33","0.204","32","0.198","51","4","0","0","0","2","0.078","0.096","0.078","0.175","2.11","76.79","$2,650,000",""
"","Anthony Gonsolin","P","LAD","11","0.068","6","0.037","13","4","0","0","0","1","0.308","0.308","0.308","0.615","0.75","0.00","$3,250,000",""
"","Tyrone Taylor","CF","MIL","15","0.093","0","0.000","10","4","2","0","0","1","0.400","0.500","0.600","1.100","0.08","0.00","$0",""
"","Rich Hill","SP","LAD","13","0.080","13","0.080","18","3","1","0","0","1","0.167","0.211","0.222","0.433","1.18","0.00","$8,000,000",""
"","Jason Vargas","SP","PHI","30","0.185","29","0.179","40","3","0","0","0","0","0.075","0.075","0.075","0.150","1.39","40.36","$0",""
"","Jhoulys Chacin","SP","BOS","25","0.154","24","0.148","24","3","0","0","1","1","0.125","0.160","0.250","0.410","-0.45","10.85","$0",""
"","Trevor Bauer","SP","CIN","34","0.210","34","0.210","19","3","0","0","0","0","0.158","0.238","0.158","0.396","1.78","43.44","$0",""
"","Tyler Chatwood","RP","CHC","41","0.253","5","0.031","18","3","2","0","0","1","0.167","0.211","0.278","0.488","1.28","0.00","$0",""
