"Rank","Player","Pos","Team","GP","GP%","GS","GS%","AB","H","2B","3B","HR","RBI","AVG","OBP","SLG","OPS","WAR","TVS","Cash2023",""
"","Alex Wood","SP","LAD","33","0.203","27","0.166","44","2","0","0","0","0","0.046","0.046","0.045","0.091","1.17","56.57","$12,500,000",""
"","Juan Graterol","C","MIN","4","0.025","2","0.012","8","2","0","0","0","0","0.250","0.333","0.250","0.583","0.16","0.00","$0",""
"","Bryan Mitchell","SP","SD","16","0.099","11","0.068","18","2","0","0","0","0","0.111","0.111","0.111","0.222","-0.43","0.00","$0",""
"","Jose Urena","SP","MIA","32","0.199","31","0.193","48","2","1","0","0","1","0.042","0.061","0.063","0.124","2.04","66.28","$3,000,000",""
"","Jung Ho Kang","3B","PIT","3","0.019","1","0.006","6","2","0","0","0","0","0.333","0.333","0.333","0.667","-0.01","0.00","$0",""
"","Nick Kingham","SP","PIT","18","0.112","15","0.093","23","2","1","0","0","4","0.087","0.160","0.130","0.290","-0.51","16.55","$0",""
"","Sean Newcomb","SP","ATL","31","0.191","30","0.185","45","2","1","0","0","1","0.044","0.065","0.067","0.132","1.84","69.65","$0",""
"","Michael Reed","LF","ATL","7","0.043","0","0.000","7","2","0","0","0","0","0.286","0.286","0.286","0.571","-0.01","0.00","$0",""
"","John Gant","RP","STL","28","0.173","19","0.117","31","2","0","0","2","3","0.065","0.065","0.258","0.323","1.15","0.00","$0",""
"","Sal Romano","SP","CIN","39","0.241","25","0.154","36","2","1","0","0","2","0.056","0.056","0.083","0.139","-0.19","19.88","$0",""
"","Antonio Senzatela","SP","COL","23","0.141","13","0.080","24","2","1","0","0","3","0.083","0.083","0.125","0.208","1.11","43.05","$7,250,000",""
"","Eric Lauer","SP","SD","23","0.142","23","0.142","30","2","1","0","0","1","0.067","0.094","0.100","0.194","0.08","29.80","$5,075,000",""
"","Joey Lucchesi","SP","SD","26","0.161","26","0.161","34","2","0","0","0","1","0.059","0.154","0.059","0.213","1.01","46.48","$1,150,000",""
"","Trevor Richards","SP","MIA","26","0.162","25","0.155","31","2","0","0","0","2","0.065","0.094","0.065","0.158","0.83","35.29","$1,500,000",""
"","Anthony Alford","OF","TOR","13","0.080","6","0.037","19","2","0","0","0","1","0.105","0.191","0.105","0.296","-0.22","0.00","$0",""
"","Brandon Woodruff","RP","MIL","19","0.117","4","0.025","8","2","0","0","1","1","0.250","0.333","0.625","0.958","0.30","0.00","$10,800,000",""
"","Mark Zagunis","OF","CHC","5","0.031","0","0.000","5","2","1","0","0","1","0.400","0.500","0.600","1.100","0.09","0.00","$0",""
"","Taylor Davis","C","CHC","5","0.031","0","0.000","5","2","0","0","0","2","0.400","0.333","0.400","0.733","0.00","0.00","$0",""
"","Tim Locastro","2B","LAD","18","0.110","3","0.018","11","2","1","0","0","0","0.182","0.357","0.273","0.630","0.10","0.00","$0",""
"","Adolis Garcia","OF","STL","21","0.130","2","0.012","17","2","1","0","0","1","0.118","0.118","0.176","0.294","-0.29","0.00","$0",""
"","Joe Hudson","C","LAA","8","0.049","4","0.025","12","2","1","0","0","1","0.167","0.167","0.250","0.417","-0.07","0.00","$0",""
"","Dustin Pedroia","2B","BOS","4","0.025","3","0.019","11","1","0","0","0","0","0.091","0.231","0.091","0.322","-0.12","0.00","$0",""
"","Justin Verlander","SP","HOU","34","0.210","34","0.210","5","1","0","0","0","0","0.200","0.200","0.200","0.400","6.30","79.98","$43,333,333",""
"","Anibal Sanchez","SP","ATL","25","0.154","24","0.148","41","1","0","0","0","0","0.024","0.048","0.024","0.072","3.27","84.95","$0",""
"","Ian Kennedy","SP","KC","22","0.136","22","0.136","2","1","0","0","0","0","0.500","0.500","0.500","1.000","1.05","13.73","$0",""
"","Adam Wainwright","SP","STL","8","0.049","8","0.049","11","1","0","0","0","1","0.091","0.091","0.091","0.182","0.25","0.00","$7,500,000",""
"","James Shields","SP","CHW","34","0.210","33","0.204","6","1","0","0","0","0","0.167","0.167","0.167","0.333","1.30","17.57","$0",""
"","Brett Anderson","SP","OAK","17","0.105","17","0.105","4","1","0","0","0","0","0.250","0.250","0.250","0.500","0.60","35.91","$0",""
"","Mike Minor","SP","TEX","28","0.173","28","0.173","3","1","1","0","0","0","0.333","0.333","0.667","1.000","3.81","61.58","$0",""
"","Jeff Samardzija","SP","SF","10","0.062","10","0.062","10","1","0","0","0","0","0.100","0.100","0.100","0.200","-0.58","0.00","$0",""
"","Jerry Blevins","RP","NYM","65","0.401","1","0.006","2","1","0","0","0","1","0.500","0.500","0.500","1.000","-0.02","6.89","$0",""
"","Steve Cishek","RP","CHC","81","0.497","0","0.000","6","1","0","0","0","0","0.167","0.167","0.167","0.333","1.98","62.36","$0",""
"","Ivan Nova","SP","PIT","29","0.180","29","0.180","53","1","0","0","0","0","0.019","0.019","0.019","0.038","0.97","35.16","$0",""
"","Charlie Morton","SP","HOU","30","0.185","30","0.185","6","1","0","0","0","0","0.167","0.167","0.167","0.333","3.41","78.96","$20,000,000",""
"","Wade LeBlanc","SP","SEA","32","0.198","27","0.167","3","1","0","0","0","0","0.333","0.333","0.333","0.667","2.23","66.76","$0",""
"","Alex Cobb","SP","BAL","28","0.173","28","0.173","6","1","0","0","0","0","0.167","0.167","0.167","0.333","0.80","13.46","$9,000,000",""
"","Yu Darvish","SP","CHC","8","0.049","8","0.049","12","1","1","0","0","0","0.083","0.083","0.167","0.250","-0.09","0.00","$19,000,000",""
"","Nathan Eovaldi","SP","BOS","24","0.148","21","0.130","9","1","0","0","0","1","0.111","0.200","0.111","0.311","0.52","58.42","$18,000,000",""
"","Dylan Bundy","SP","BAL","31","0.191","31","0.191","5","1","0","0","0","0","0.200","0.200","0.200","0.400","-0.09","17.53","$0",""
"","Kevin Gausman","SP","ATL","32","0.198","31","0.191","21","1","0","0","0","0","0.048","0.231","0.048","0.278","2.03","54.82","$21,000,000",""
"","Roenis Elias","RP","SEA","23","0.142","4","0.025","2","1","0","0","0","0","0.500","0.500","0.500","1.000","0.94","0.00","$0",""
"","Odrisamer Despaigne","SP","LAA","19","0.117","5","0.031","5","1","0","0","0","0","0.200","0.200","0.200","0.400","-0.58","4.74","$0",""
"","Marcus Stroman","SP","TOR","19","0.117","19","0.117","3","1","0","0","0","0","0.333","0.333","0.333","0.667","0.04","22.68","$25,000,000",""
"","Terrance Gore","LF","CHC","14","0.086","0","0.000","5","1","0","0","0","0","0.200","0.200","0.200","0.400","0.25","0.00","$0",""
"","Andrew Heaney","SP","LAA","30","0.185","30","0.185","8","1","0","0","0","0","0.125","0.125","0.125","0.250","1.96","62.45","$12,000,000",""
"","A.J. Cole","RP","NYY","32","0.198","2","0.012","3","1","0","0","1","1","0.333","0.333","1.333","1.667","-0.68","0.00","$0",""
"","Matt Grace","RP","WSH","56","0.346","0","0.000","3","1","0","0","0","0","0.333","0.333","0.333","0.667","1.09","68.71","$0",""
"","Jesse Biddle","RP","ATL","60","0.370","0","0.000","2","1","1","0","0","1","0.500","0.500","1.000","1.500","0.57","63.77","$0",""
"","Kolby Allard","SP","ATL","3","0.019","1","0.006","1","1","0","0","0","0","1.000","1.000","1.000","2.000","-0.59","0.00","$0",""
"","Michael Soroka","SP","ATL","5","0.031","5","0.031","8","1","0","0","0","0","0.125","0.125","0.125","0.250","-0.08","0.00","$2,800,000",""
"","Touki Toussaint","SP","ATL","8","0.049","5","0.031","10","1","0","0","0","0","0.100","0.100","0.100","0.200","0.35","0.00","$0",""
"","Erick Fedde","SP","WSH","11","0.068","11","0.068","16","1","0","0","0","0","0.063","0.118","0.063","0.180","0.14","0.00","$0",""
"","Brian Johnson","SP","BOS","38","0.235","13","0.080","4","1","0","0","0","0","0.250","0.250","0.250","0.500","1.14","26.42","$0",""
"","Zach Davies","SP","MIL","13","0.080","13","0.080","15","1","0","0","0","0","0.067","0.067","0.067","0.133","-0.24","0.00","$4,700,000",""
"","Jorge Lopez","SP","KC","17","0.105","7","0.043","2","1","1","0","0","2","0.500","0.500","1.000","1.500","0.24","25.48","$3,525,000",""
"","Ty Blach","RP","SF","50","0.309","13","0.080","29","1","0","0","0","0","0.035","0.097","0.034","0.131","0.36","69.57","$0",""
"","Matt Koch","RP","ARI","19","0.117","13","0.080","17","1","0","0","0","0","0.059","0.200","0.059","0.259","0.45","0.00","$0",""
"","Alec Mills","RP","CHC","7","0.043","2","0.012","5","1","0","0","0","0","0.200","0.200","0.200","0.400","0.18","0.00","$0",""
"","Seth Lugo","RP","NYM","55","0.340","5","0.031","11","1","0","0","0","0","0.091","0.167","0.091","0.258","2.10","95.64","$7,500,000",""
"","Randy Rosario","RP","CHC","44","0.270","0","0.000","1","1","0","0","0","1","1.000","1.000","1.000","2.000","0.00","0.00","$0",""
"","Deck McGuire","SP","LAA","21","0.130","4","0.025","3","1","0","0","0","0","0.333","0.333","0.333","0.667","-0.05","2.59","$0",""
"","Sean Manaea","SP","OAK","27","0.167","27","0.167","5","1","0","0","0","0","0.200","0.200","0.200","0.400","2.94","84.66","$12,500,000",""
"","Daniel Mengden","SP","OAK","22","0.136","17","0.105","3","1","0","0","0","1","0.333","0.333","0.333","0.667","1.07","59.57","$0",""
"","Rio Ruiz","3B","ATL","14","0.086","1","0.006","12","1","0","0","0","0","0.083","0.267","0.083","0.350","0.08","0.00","$0",""
"","Max Fried","RP","ATL","14","0.086","5","0.031","8","1","0","0","0","0","0.125","0.125","0.125","0.250","0.71","0.00","$13,500,000",""
"","Taylor Williams","RP","MIL","56","0.344","0","0.000","4","1","0","0","0","0","0.250","0.250","0.250","0.500","-0.40","19.40","$0",""
"","Josh Hader","RP/CL","MIL","55","0.337","0","0.000","2","1","0","0","0","0","0.500","0.500","0.500","1.000","2.13","98.72","$14,100,000",""
"","Sam Gaviglio","SP","TOR","26","0.161","24","0.148","3","1","1","0","0","0","0.333","0.333","0.667","1.000","0.37","22.92","$0",""
"","Ranger Suarez","RP","PHI","4","0.025","3","0.019","6","1","0","1","0","0","0.167","0.167","0.500","0.667","-0.30","0.00","$2,950,000",""
"","Freddy Peralta","SP","MIL","16","0.098","14","0.086","26","1","0","0","0","1","0.039","0.039","0.038","0.077","0.49","0.00","$3,500,000",""
"","Dennis Santana","P","LAD","3","0.018","0","0.000","2","1","1","0","0","2","0.500","0.500","1.000","1.500","-0.20","0.00","$1,000,000",""
"","Heath Fillmyer","RP","KC","17","0.105","13","0.080","4","1","1","0","0","1","0.250","0.250","0.500","0.750","1.09","0.00","$0",""
"","Brad Keller","SP","KC","41","0.253","20","0.124","3","1","0","0","0","0","0.333","0.333","0.333","0.667","4.20","75.94","$5,775,000",""
"","Mitchell Walding","3B","PHI","13","0.080","2","0.012","17","1","0","0","1","2","0.059","0.158","0.235","0.393","-0.22","0.00","$0",""
"","Caleb Ferguson","RP","LAD","30","0.184","3","0.018","5","1","0","0","0","0","0.200","0.200","0.200","0.400","0.29","0.00","$1,100,000",""
"","Daniel Poncedeleon","RP","STL","12","0.074","4","0.025","9","1","0","1","0","1","0.111","0.111","0.333","0.444","0.83","0.00","$0",""
"","Chad Sobotka","RP","ATL","14","0.086","0","0.000","1","1","0","0","0","0","1.000","1.000","1.000","2.000","0.38","0.00","$0",""
"","Jeff Brigham","SP","MIA","4","0.025","4","0.025","3","1","0","0","0","0","0.333","0.333","0.333","0.667","-0.20","0.00","$760,000",""
"","Beau Taylor","C","OAK","7","0.043","0","0.000","5","1","1","0","0","0","0.200","0.333","0.400","0.733","0.03","0.00","$0",""
"","Jorge De La Rosa","RP","CHC","61","0.374","0","0.000","1","0","0","0","0","0","0.000","0.500","0.000","0.500","-0.30","26.06","$0",""
"","Yovani Gallardo","SP","TEX","21","0.130","18","0.111","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.39","11.95","$0",""
"","David Wright","3B","NYM","2","0.012","1","0.006","2","0","0","0","0","0","0.000","0.333","0.000","0.333","-0.01","0.00","$0",""
"","Zach Duke","RP","SEA","72","0.444","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.12","26.80","$0",""
"","Felix Hernandez","SP","SEA","29","0.179","28","0.173","4","0","0","0","0","0","0.000","0.000","0.000","0.000","-1.26","1.81","$0",""
"","Jason Hammel","RP","KC","40","0.247","18","0.111","3","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.95","0.00","$0",""
"","Edwin Jackson","SP","OAK","17","0.105","17","0.105","2","0","0","0","0","0","0.000","0.000","0.000","0.000","1.70","67.62","$0",""
"","Bartolo Colon","SP","TEX","29","0.179","24","0.148","4","0","0","0","0","0","0.000","0.000","0.000","0.000","0.83","17.22","$0",""
"","Johnny Cueto","SP","SF","9","0.056","9","0.056","12","0","0","0","0","0","0.000","0.000","0.000","0.000","1.41","0.00","$6,000,000",""
"","Francisco Liriano","SP","DET","27","0.167","26","0.161","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.30","22.68","$0",""
"","Jesse Chavez","RP","CHC","63","0.387","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","1.22","83.90","$0",""
"","Sergio Romo","RP","TB","73","0.451","5","0.031","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.21","52.44","$0",""
"","Brandon Morrow","RP","CHC","35","0.215","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","1.30","0.00","$0",""
"","Shawn Kelley","RP","OAK","54","0.333","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.54","36.61","$0",""
"","Jaime Garcia","RP","CHC","33","0.203","14","0.086","4","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.59","0.00","$0",""
"","Jarrod Saltalamacchia","C","DET","5","0.031","1","0.006","7","0","0","0","0","0","0.000","0.125","0.000","0.125","-0.25","0.00","$0",""
"","Jordan Zimmermann","SP","DET","25","0.154","25","0.154","2","0","0","0","0","0","0.000","0.000","0.000","0.000","1.00","8.34","$0",""
"","David Hernandez","RP","CIN","57","0.352","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","1.85","75.49","$0",""
"","Daniel Hudson","RP/CL","LAD","40","0.245","1","0.006","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.37","0.00","$6,500,000",""
"","Andrew Cashner","SP","BAL","30","0.185","28","0.173","3","0","0","0","0","0","0.000","0.000","0.000","0.000","0.35","10.48","$0",""
"","Chris Sale","SP","BOS","27","0.167","27","0.167","2","0","0","0","0","0","0.000","0.000","0.000","0.000","6.45","98.31","$27,500,000",""
"","Mike Leake","SP","SEA","32","0.198","31","0.191","4","0","0","0","0","0","0.000","0.000","0.000","0.000","1.46","29.03","$0",""
"","Brandon Kintzler","RP","CHC","70","0.429","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.64","17.62","$0",""
"","Brian Duensing","RP","CHC","49","0.301","0","0.000","1","0","0","0","0","0","0.000","0.500","0.000","0.500","-1.65","0.70","$0",""
"","Tommy Hunter","RP","PHI","65","0.401","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","1.28","24.06","$0",""
"","Pedro Strop","RP","CHC","61","0.374","0","0.000","2","0","0","0","0","0","0.000","0.000","0.000","0.000","1.84","84.91","$0",""
"","Dellin Betances","RP","NYY","66","0.407","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","1.44","66.29","$0",""
"","Hector Santiago","RP","CHW","49","0.303","7","0.043","4","0","0","0","0","0","0.000","0.000","0.000","0.000","0.62","44.36","$0",""
"","Danny Duffy","SP","KC","28","0.173","28","0.173","2","0","0","0","0","0","0.000","0.000","0.000","0.000","1.48","18.39","$0",""
"","Brad Peacock","RP","HOU","61","0.377","1","0.006","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.69","38.75","$0",""
"","Martin Perez","SP","TEX","22","0.136","15","0.093","3","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.78","3.34","$19,650,000",""
"","Jordan Lyles","SP","MIL","37","0.227","9","0.055","15","0","0","0","0","1","0.000","0.167","0.000","0.167","0.35","28.50","$8,500,000",""
"","Marco Estrada","SP","TOR","28","0.173","28","0.173","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.44","7.37","$0",""
"","Lance Lynn","SP","NYY","31","0.191","29","0.179","4","0","0","0","0","0","0.000","0.000","0.000","0.000","0.12","20.31","$18,500,000",""
"","Erasmo Ramirez","SP","SEA","10","0.062","10","0.062","3","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.58","0.00","$1,000,000",""
"","Luis Avilan","RP","PHI","71","0.438","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.24","25.31","$0",""
"","Sam Freeman","RP","ATL","63","0.389","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.04","29.95","$0",""
"","Shelby Miller","RP","ARI","5","0.031","4","0.025","3","0","0","0","0","1","0.000","0.200","0.000","0.200","-1.07","0.00","$1,500,000",""
"","Casey Kelly","SP","SF","7","0.043","3","0.019","4","0","0","0","0","0","0.000","0.000","0.000","0.000","0.28","0.00","$0",""
"","Justin Wilson","RP","CHC","71","0.436","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.58","27.12","$0",""
"","Jake Odorizzi","SP","MIN","33","0.204","32","0.198","6","0","0","0","0","0","0.000","0.000","0.000","0.000","1.28","33.51","$4,500,000",""
"","Dallas Keuchel","SP","HOU","34","0.210","34","0.210","2","0","0","0","0","0","0.000","0.000","0.000","0.000","2.28","54.73","$0",""
"","Justin Miller","RP","WSH","51","0.315","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.69","45.59","$0",""
"","T.J. McFarland","RP","ARI","47","0.290","0","0.000","7","0","0","0","0","0","0.000","0.000","0.000","0.000","1.57","0.00","$0",""
"","Hansel Robles","RP","LAA","53","0.327","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.04","25.52","$0",""
"","Matt Magill","RP/CL","MIN","40","0.247","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.67","0.00","$0",""
"","Nick Franklin","LF","MIL","1","0.006","1","0.006","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.03","0.00","$0",""
"","Gerrit Cole","SP","HOU","32","0.198","32","0.198","9","0","0","0","0","0","0.000","0.000","0.000","0.000","5.19","93.61","$36,000,000",""
"","Masahiro Tanaka","SP","NYY","27","0.167","27","0.167","6","0","0","0","0","0","0.000","0.000","0.000","0.000","2.29","41.03","$0",""
"","Eduardo Rodriguez","SP","BOS","27","0.167","23","0.142","2","0","0","0","0","0","0.000","0.000","0.000","0.000","2.57","73.86","$14,000,000",""
"","Mike Wright","RP","BAL","48","0.296","2","0.012","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.16","0.00","$0",""
"","Jake Petricka","RP","TOR","41","0.253","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.06","0.00","$0",""
"","Robert Stephenson","SP","CIN","4","0.025","3","0.019","2","0","0","0","0","0","0.000","0.333","0.000","0.333","-0.43","0.00","$1,750,000",""
"","Eddie Butler","RP","TEX","30","0.185","0","0.000","2","0","0","0","0","0","0.000","0.333","0.000","0.333","-0.14","0.00","$0",""
"","Drew VerHagen","RP","DET","41","0.253","1","0.006","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.57","0.00","$3,000,000",""
"","Scott Alexander","RP","LAD","73","0.448","1","0.006","5","0","0","0","0","0","0.000","0.000","0.000","0.000","0.36","48.35","$1,150,000",""
"","Sonny Gray","SP","NYY","30","0.185","23","0.142","2","0","0","0","0","0","0.000","0.000","0.000","0.000","0.14","25.62","$12,700,000",""
"","Taijuan Walker","SP","ARI","3","0.019","3","0.019","4","0","0","0","0","0","0.000","0.000","0.000","0.000","0.24","0.00","$18,000,000",""
"","Raisel Iglesias","RP/CL","CIN","66","0.407","0","0.000","3","0","0","0","0","0","0.000","0.000","0.000","0.000","2.12","87.04","$16,000,000",""
"","Heath Hembree","RP","BOS","67","0.414","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.28","32.62","$0",""
"","Pedro Baez","RP","LAD","55","0.337","0","0.000","4","0","0","0","0","0","0.000","0.000","0.000","0.000","0.77","53.97","$0",""
"","Kirby Yates","RP","SD","65","0.401","0","0.000","2","0","0","0","0","0","0.000","0.000","0.000","0.000","2.15","93.82","$6,000,000",""
"","Aaron Sanchez","SP","TOR","20","0.124","20","0.124","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.70","28.23","$0",""
"","Shane Carle","RP","ATL","53","0.327","0","0.000","4","0","0","0","0","0","0.000","0.000","0.000","0.000","1.09","75.79","$0",""
"","Matt Andriese","RP","ARI","41","0.253","5","0.031","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.21","0.00","$0",""
"","Felipe Vazquez","RP","PIT","70","0.435","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","1.52","84.00","$0",""
"","Chasen Shreve","RP","STL","60","0.370","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.22","13.64","$0",""
"","Brian Flynn","RP","KC","48","0.296","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.75","0.00","$0",""
"","Drew Rucinski","RP","MIA","32","0.199","0","0.000","4","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.39","0.00","$3,000,000",""
"","Daniel Winkler","RP","ATL","69","0.426","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.28","48.13","$0",""
"","Frankie Montas","SP","OAK","13","0.080","11","0.068","5","0","0","0","0","0","0.000","0.000","0.000","0.000","0.45","0.00","$7,500,000",""
"","Amir Garrett","RP","CIN","66","0.407","0","0.000","2","0","0","0","0","0","0.000","0.000","0.000","0.000","0.56","31.21","$2,650,000",""
"","Michael Feliz","RP","PIT","47","0.292","0","0.000","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.91","0.00","$0",""
"","Domingo German","SP","NYY","21","0.130","14","0.086","1","0","0","0","0","0","0.000","0.500","0.000","0.500","-0.36","16.82","$2,600,000",""
"","Hector Neris","RP","PHI","53","0.327","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.10","26.31","$8,000,000",""
"","Jerad Eickhoff","SP","PHI","3","0.019","1","0.006","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.03","0.00","$0",""
"","Luke Jackson","RP","ATL","35","0.216","0","0.000","1","0","0","0","0","0","0.000","0.500","0.000","0.500","-0.13","0.00","$3,000,000",""
"","Daniel Norris","SP","DET","11","0.068","8","0.049","2","0","0","0","0","0","0.000","0.000","0.000","0.000","0.12","0.00","$0",""
"","Lance McCullers","SP","HOU","25","0.154","22","0.136","2","0","0","0","0","0","0.000","0.000","0.000","0.000","1.41","68.47","$15,250,000",""
"","Joe Ross","SP","WSH","3","0.019","3","0.019","5","0","0","0","0","0","0.000","0.000","0.000","0.000","0.08","0.00","$0",""
"","Matt Wisler","RP","CIN","18","0.111","3","0.019","8","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.18","0.00","$0",""
"","Sean Reid-Foley","SP","TOR","7","0.043","7","0.043","3","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.14","0.00","$0",""
"","Cody Reed","RP","CIN","17","0.105","7","0.043","11","0","0","0","0","0","0.000","0.083","0.000","0.083","0.53","0.00","$0",""
"","Spencer Turnbull","SP","DET","4","0.025","3","0.019","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.03","0.00","$2,150,000",""
"","Jacob Nix","SP","SD","9","0.056","9","0.056","15","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.92","0.00","$0",""
"","Matt Boyd","SP","DET","31","0.191","31","0.191","2","0","0","0","0","0","0.000","0.000","0.000","0.000","2.51","61.92","$10,000,000",""
"","Luis Severino","SP","NYY","32","0.198","32","0.198","5","0","0","0","0","0","0.000","0.000","0.000","0.000","3.94","93.78","$15,000,000",""
"","Marco Gonzales","SP","SEA","29","0.179","29","0.179","2","0","0","0","0","0","0.000","0.000","0.000","0.000","2.31","76.65","$6,500,000",""
"","Rocky Gale","C","LAD","3","0.018","0","0.000","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.05","0.00","$0",""
"","Luis Cessa","RP","NYY","16","0.099","5","0.031","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.13","0.00","$2,650,000",""
"","Michael Fulmer","SP","DET","24","0.148","24","0.148","6","0","0","0","0","0","0.000","0.000","0.000","0.000","1.31","38.91","$0",""
"","Adalberto Mejia","SP","MIN","5","0.031","4","0.025","1","0","0","0","0","0","0.000","0.000","0.000","0.000","1.00","0.00","$0",""
"","Tyler Glasnow","RP","TB","45","0.278","11","0.068","3","0","0","0","0","0","0.000","0.000","0.000","0.000","0.12","0.00","$5,350,000",""
"","Blake Snell","SP","TB","31","0.191","31","0.191","1","0","0","0","0","0","0.000","0.667","0.000","0.667","7.08","99.64","$16,000,000",""
"","Yohander Mendez","RP","TEX","8","0.049","5","0.031","2","0","0","0","0","0","0.000","0.000","0.000","0.000","0.10","0.00","$0",""
"","Pierce Johnson","RP","SF","37","0.228","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.30","0.00","$5,000,000",""
"","Matthew Strahm","RP","SD","42","0.259","4","0.025","8","0","0","0","0","0","0.000","0.000","0.000","0.000","1.62","0.00","$7,500,000",""
"","Jarlin Garcia","RP","MIA","29","0.180","7","0.044","9","0","0","0","0","0","0.000","0.100","0.000","0.100","-0.10","0.00","$2,500,000",""
"","Robert Gsellman","RP","NYM","69","0.426","0","0.000","3","0","0","0","0","0","0.000","0.250","0.000","0.250","-0.38","51.60","$0",""
"","J.T. Chargois","RP","LAD","39","0.239","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.23","0.00","$850,000",""
"","Jose Berrios","SP","MIN","32","0.198","32","0.198","4","0","0","0","0","0","0.000","0.000","0.000","0.000","3.51","84.44","$15,000,000",""
"","Julio Urias","RP","LAD","3","0.018","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.11","0.00","$14,250,000",""
"","Bryse Wilson","SP","ATL","3","0.019","1","0.006","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.09","0.00","$0",""
"","Dakota Hudson","RP","STL","26","0.161","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.63","0.00","$2,650,000",""
"","Lucas Giolito","SP","CHW","32","0.198","32","0.198","6","0","0","0","0","0","0.000","0.000","0.000","0.000","-1.28","15.35","$10,400,000",""
"","Jordan Hicks","RP","STL","73","0.451","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.72","59.24","$1,837,500",""
"","Brock Stewart","RP","LAD","9","0.055","2","0.012","2","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.58","0.00","$0",""
"","Dylan Floro","RP/CL","LAD","54","0.331","0","0.000","4","0","0","0","0","0","0.000","0.000","0.000","0.000","0.84","76.42","$3,900,000",""
"","Reynaldo Lopez","SP","CHW","32","0.198","32","0.198","1","0","0","0","0","0","0.000","0.000","0.000","0.000","3.09","68.20","$3,625,000",""
"","Mike Mayers","RP","STL","50","0.309","0","0.000","1","0","0","0","0","0","0.000","0.500","0.000","0.500","-0.09","17.22","$0",""
"","Alexander Reyes","RP","STL","1","0.006","1","0.006","1","0","0","0","0","0","0.000","0.000","0.000","0.000","0.31","0.00","$0",""
"","Felix Pena","SP","LAA","19","0.117","17","0.105","6","0","0","0","0","0","0.000","0.000","0.000","0.000","1.05","49.36","$0",""
"","Wandy Peralta","RP","CIN","59","0.364","0","0.000","1","0","0","0","0","0","0.000","0.000","0.000","0.000","-0.55","7.62","$3,350,000",""
